"text","true_label","predict_label"
"人家@金一宁 是名人好不啦 //@骆驼翔子之跟风行动: 你什么时候这么有才了？怎么多了一个一？[嘻嘻]@矮人天使","积极","积极"
"眺望皇城，这天在你们驿站楼顶平台上喝酒喝茶，多爽啊！//@预备役少校: 回复@皇家驿栈刘少军:没准手机里有什么视频什么的，这些天都没见小潘吱声！[思考] //@皇家驿栈刘少军: 谁捡到了小潘的手机？难道是大炮？[偷笑]一定是司马。[哈哈]","积极","积极"
"脸都聚成包子样了～@果冻家的小铭 有木有？[嘻嘻][嘻嘻][嘻嘻]","积极","积极"
"回复@-简亦-:啊！像我？这个真是大夸奖！[哈哈]但偶觉得郑微是真的很像我女神 @郝蕾 //@-简亦-:@余思 我觉得郑微长得象你","积极","积极"
"回复@图灵de董苗苗:谢谢亲，第一次登上话剧舞台，多批评多指正[爱你] //@图灵de董苗苗:剧里最喜欢二师兄了[偷笑]各种喜欢","积极","积极"
"现在已经开始内测，等到暴雪正式发布的时候，一起玩？我正愁找不到手。[哈哈]//@东蝈先生: 我擦，激动啊。//@马旗march: 转发微博","积极","积极"
"草莓 ，花牛的大爱，亲亲[可爱][爱你]","积极","积极"
" @左小祖咒 碟收到了，老兄[鼓掌]我也不能白了您[挖鼻屎]鉴于它稚气横生的一面，我就用20年前你跟我说过的，最令你[抓狂]的小男小女那一套之风格派照片，来围绕着您的新碟表示我和@兔拉拉810 我们公婆俩的[太开心]吧[哈哈]","积极","积极"
"吴彦祖和张震也在...//@NIKKI南芳: 哈哈，是啊，左秦岚，右霍思燕@北京海航大厦万豪酒店 //@共相伴:老沙被俩美女夹在中间了吧[哈哈]","积极","积极"
"回复@武阳茶徒-宽和尚:[鼓掌][鼓掌] //@武阳茶徒-宽和尚:咱只对馒头有感情 //@权金城彭涌:都有带馅儿都了，谁还吃馒头呀！ //@武阳茶徒-宽和尚:有馒头吗？  //@毓秀苑赵艳斌:Show   //@SommelierLiang:这样的厨师做什么都好吃啊~~秀色可餐有了经典的描述[嘻嘻]  //@边疆边吃边说: 转发微博","积极","积极"
"[哈哈][哈哈][做鬼脸][做鬼脸]//@方大少HOW:[威武]高端大气上档次啊[嘻嘻]//@张帆DORA: 昂！今年两部剧！[嘻嘻][嘻嘻][偷笑][偷笑]//@方大少HOW:哟，帆姐您今年是打算拍多少啊，前面一部还没拍完呢吧，这速度杠杠的[嘻嘻]","积极","积极"
"第一张！[哈哈][挖鼻屎]","积极","积极"
"冬天吃巧克力真心让人开心呢[爱你][爱你]","积极","积极"
"很脆很特别 //@上海淘宝乐:想吃蟹粉菱角[馋嘴]//@刘一帆Steven: 来来来，大家一起来[嘻嘻]","积极","积极"
"4月的济州岛不光能看到樱花，还能看到大片黄灿灿的油菜花，而且济州岛有免签政策，真正的说走就走[哈哈] //@蚌十三: 价格可以了,时间是最好5月以后更舒服些,不过411可能能看到樱花@蕾啦日记","积极","积极"
"凡客不会傻到连这都不知道，不过是借机耍一把，可怜的是有那么多人真以为凡客想推这广告[嘻嘻] //@魏寒枫:波普广告还没有开始，就已经结束。这世道。当然我要说，这广告做得不行。","积极","积极"
"10%的更优秀的记者当核心，辅助新技术+众包模式，产生出来200%的新闻。这是我的point //@西门爱宝V:回复@田健东: 哇，老同行老朋友都来啦！[偷笑] //@田健东:也是我的point[哈哈]","积极","积极"
"哈哈，今天适合买彩票[嘻嘻]","积极","积极"
"你们都太有品了[鼓掌][鼓掌][鼓掌] //@女人坊卢奕:我们真的做到了上车第一件事就是打开101.8哈哈哈","积极","积极"
"回复@野马的足迹:[耶][嘻嘻] //@野马的足迹:哦，也对 //@俺叫老鬼:那就对喽，理当也有！ //@声声入耳761:哈密早市上也有卖的[哈哈][耶] //@向上的力量2014:以前街上多 //@迎风也三尺:现在很少见到[馋嘴] //@向上的力量2014: 这么早？","积极","积极"
"郑老师，有才的永远不知道没才的多没才，没才的永远不知道有才的多有才[哈哈]/@郑渊洁: 我喜欢老弗这句诗：我选了一条人迹稀少的路行走，结果后来的一切都截然不同。[good]","积极","积极"
"[嘻嘻] 喜欢","积极","积极"
"[抱抱] #不疲倦的小方法#分享给亲爱的粉丝们~~~~","积极","积极"
"转起//@Adam黄勇://@黑双鱼-Annie陈宣羽:nice nice!!//@阿布古典: 晚上去看老师们的演出，@孔宏伟金佛 @金佛爵士乐团 @金浩爵士 @冯满天 @Adam黄勇 @鼓手哈哈 [嘻嘻]","积极","积极"
"那个弯啊?太多太多 //@冯跃Jimmy: 成都金港是国内最有乐趣的赛道，没有之一[嘻嘻]//@TZ斑大人: 赶脚如何？","积极","积极"
"//@三亚维景国际度假酒店:感谢选择我们作为度假下榻之地，欢迎有空再回“家” 看看[嘻嘻][嘻嘻]//@萧砾垣VicHsiao:哈哈，也谢谢你们贴心的服务。在三亚很开心！ //@三亚维景国际度假酒店:帅气的博主和靓丽的妈妈[good][good]","积极","积极"
"[偷笑] //@铁心兰小姐：窃以为，上海最好吃的Macaroon在外滩茂悦酒店一楼茶畔餐厅以及新天地朗廷酒店下午茶套餐中。@新天地朗廷酒店 的Macaroon自然也是朗廷粉色的。[鼓掌]","积极","积极"
"喂食时倒是蛮像动物园的[哈哈]","积极","积极"
" @CDTV3金学良 [鼓掌] //@神勇小白鼠二号:无","积极","积极"
"我勒乖，人才(?_?)//@全球顶尖摄影:妹纸这么酷炫，她自己造么[嘻嘻]","积极","积极"
"很多客人提出这样要求，在解决部分技术问题后，很快会在淘宝成隆行门店面市！蟹谢大家信任！ //@我爱红酒我爱茶:这个礼券到可以在淘宝上卖，用支付宝支付！ //@成隆行老柯: [鼓掌]","积极","积极"
"[最美秦晋]榆林-镇北台 登长城之上，总会不由得怀古唏嘘，遥想当年，怎样的金戈铁马，气吞万里河山，易水萧萧西风冷，将军百战声名裂，历史曾以怎样的手笔谱写了兴亡，砖瓦碎片之中或许能够找得答案。千年的光阴可就在这双脚之下丈量？那尘土之下是否仍能嗅到战火的硝烟。@锦瑟画眉 小编爱你的字[爱你]","积极","积极"
"热死啦 [抓狂] 反季游热门推荐之南非 @南非旅游局 ―― 南非地处南半球，四季变化与中国恰好相反，正适合去避暑哦！[嘻嘻] >北京出发 南非8日游< http://t.cn/zQaoAQb","积极","积极"
"伟诗大连行，我在大连为大家挑选食材！菜谱回沈阳后为大家发好食材，好味道，好健康！  谢谢大家，做喜欢的事不累 前些回来连穿半截袖冻毁了，这回学尖了[哈哈]","积极","积极"
"#嘻哈包袱铺安贞剧场#开场就派出小正太@嘻哈包袱铺郑宇坤 @嘻哈包袱铺丁鸣君 真是养眼[哈哈][哈哈][哈哈]话说两位小哥哥那么年轻干嘛要着急《拴娃娃》呢[偷笑][偷笑][偷笑] 我在这里:http://t.cn/zHecjTj","积极","积极"
"#而已#一早看北京新华系统上周销售数据，《郝万山说健康》《养老有方》分列保健养生榜第一和第二，我社的另外两本书《养生豆浆大全》《胡大一教你高血脂就该这样吃》分别位列第五和第六，开心一下哈[哈哈]","积极","积极"
"哈哈，搞it的你伤不起啊[嘻嘻]","积极","积极"
"北京早安，星期五了，一个明媚又美好滴早晨，亲爱的们，早安~~~~[爱你]","积极","积极"
"真人魔术，床垫替换自行车。[嘻嘻]（GIF图大小1.5MB）","积极","积极"
"2012七夕*8月23日，本周四，""WISH YOU & ME“@WISH梧桐 “将浪漫情调进行到底[可爱]这是个最适合情侣约会的餐厅哦[酷][酷]","积极","积极"
"[太开心] 我们的史俊忠师傅和美女厨师赵兵师傅对北京菜肴和小吃非常擅长呢[好喜欢] 苏州的朋友们可以尽情体验地道的北京美食哦[拍手]","积极","积极"
"西直门逛BHG超市突然听到卢凯彤的惊喜感[嘻嘻]@大大大大大鹭鹭 还是和卢广仲合唱的玫瑰木[哈哈]","积极","积极"
"[赞] 去逛逛//@柯洛伊_钱:@茉茉夏 at你一下[嘻嘻]","积极","积极"
"大路虎到手啦[爱你]","积极","积极"
"//@殳俏:这星球上有太多神奇的食物，比如索面[爱你]","积极","积极"
"人生处处是尴尬！不要这样好吗！！！[哈哈]（转）","积极","积极"
"好有眼光,今晚酒店就有泳池比基尼秀尽情期待微博直播吧 //@annie杜琳:[嘻嘻]我们的员工个个都漂亮，都能展示御庭亲切的形象。谢谢","积极","积极"
"当公知遇上米国主子呢？[阴险]//@汪海林: //@京都狂鬼: 一对儿SB//@永远微笑的世界的尽头: 这SB太贱了！ //@??登堡:[哈哈]//@多摩的狸子:傻逼中二，欠揍//@信浓酱-拖稿无力的Thanatos: 热脸贴上冷屁股","积极","积极"
"这几个字真有力量~[哈哈]//@Mr-Renp: 东哥，这临时部门真哏儿啊[哈哈][哈哈][哈哈]","积极","积极"
"#三清驴友#你若盛开，清风自来[爱你]","积极","积极"
"这么多年光看你长心眼不长肉了[哈哈][哈哈][哈哈]","积极","积极"
"天生一对搞笑大师[哈哈]//@Michelle901013:哈哈，好可爱@蕾大妞_2013 @王江--歌手王江 @春黔社朱东科 @徽州小生Li @金鑫-Tshow @张萌杰  //@开心剧场张三疯:太乖噢！！","积极","积极"
"呵呵！不用不用！只要你能喝！：）//@苗女阿飞: 如果去的话，得打印这段话么[嘻嘻]//@苏西黄David: 请！ 必须滴！敢跟我PK吗？ 哈哈 //@刘馨雨-jacqueline: 你请我喝酒我就去！大家看着啊！","积极","积极"
"现在羡慕北方的大风了吧？[嘻嘻]//@花清晨: 我一回到南京就挂了 难受死了 感冒咳嗽//@央视新闻: 【南京仍然大气污染红色预警 中小学继续停课一天！】今天上午8时，南京空气质量指数达363，处于严重污染。大气污染红色预警仍然维持，中小学继续停课一天。江苏其他城市也依旧处于重度和严重污染状态","积极","积极"
"向 @关三日 @晓冬说楼-杨丽雯 提问: 你们好，能否预测一下下半年的房价趋势，谢谢[嘻嘻] http://t.cn/zWzKn0g","积极","积极"
"这回都对了[偷笑][嘻嘻]明天见咯[太阳]","积极","积极"
"自己?手，?衣足食[哈哈][嘻嘻]","积极","积极"
"发现苹果一个新游戏不错，剪扣子。你们开始玩了吗？[嘻嘻][鼓掌]","积极","积极"
"有个名字FOSAVENA佛萨维娜，英文直译意思 “富含益生元的燕麦汁”[嘻嘻][嘻嘻] //@参差咖啡:Cool！","积极","积极"
"哈哈哈哈哈 //@王小亚:[哈哈]//@我是MISS南: 哈哈哈哈哈哈哈哈哈哈哈哈 //@薛奶精:哈哈哈哈哈哈哈真棒！","积极","积极"
"这个真的有@杨迪的甜筒乐园 @诗韵梦寻 就很文艺哟 //@杨迪的甜筒乐园: 回复@皇家驿栈刘少军:绝对有！@诗韵梦寻 @谭昱君 围观 //@皇家驿栈刘少军: 还有这么多文艺青年吗？[哈哈] //@皇家驿栈刘少军:金光洒玉殿，碧水映蓝天；一环紫禁地，三宫龙塌前；远眺晴雪日，近看琼岛岚；转瞬古今事，已越七百年。","积极","积极"
"#三亚悦榕庄与您一起为幸福传递# ，@小a榕，祝愿亲的妹妹新婚幸福快乐噢。。。月底快到了，继续关注三亚悦榕庄官方微薄，赢免费2晚入住泳池别墅的房券噢。。。[可爱]","积极","积极"
"拉登，奥巴马，丫怎么哪个也不敢灭啊。南海问题他们应该去。//@威之猗兰：。。。。红十字会得谁灭谁，看谁倒霉了~[嘻嘻] //@带刺的犀牛：[偷笑] 我靠，你找红十字会给你灭口了吧。//@威之猗兰：这个目前看来是能的，所以搞不好是红十字的人安排干的呢~~","积极","积极"
"这是小编今早看到的最暖心的消息！祝福原原[爱你]","积极","积极"
" @奇隐 @天津李延亮 @韩兆的微博 [哈哈][哈哈]","积极","积极"
"#乐耍海螺沟#雨天摄影技巧（2）：如果是人物拍摄，请选择较鲜艳明亮的服饰，阴雨天环境下，色彩饱和度高，有助于去除暗涩之感。人物拍摄时，外拍灯或闪光灯补光是必要的，以求主体突出与立体感。如果以上条件都不具备，大不了舍弃色彩而取黑白，在遍地彩色的摄影作品中，黑白二色世界更具魅力。[可爱]","积极","积极"
"彩虹很漂亮，湖水很清透[抱抱]@喀纳斯景区管委会 @喀纳斯户外俱乐部 //@崇安武谷: //@新疆喀纳斯旅游网:@博驴网 @崇安武谷 @新疆喀纳斯旅游官方网 @旅行微吧 @旅途直播网 @喀纳斯长青","积极","积极"
"[嘻嘻] 我们JING餐厅的厨师是非常喜欢和客人互动的，海鲜自助晚餐的美食也是相当不错。期待您的再次光顾！","积极","积极"
"#不靠谱的演员都爱说如果##张译##大连站#大连译家人圆满了！[鼓掌] //@张译官网官方资讯:热烈祝贺大连签售圆满成功，大连译家人辛苦了，继续可劲得瑟吧！撒花[鲜花][鲜花][鲜花][鲜花][鲜花]","积极","积极"
"开赌了哦[爱你] 有没有心动呢？那快行动起来，朝阳公园西门，铺满红毯的就是我们啦！快来吧[鼓掌]","积极","积极"
"得嘞 收图！感谢光临！[嘻嘻][蛇年快乐]//@娃娃脸儿--: @青年餐厅","积极","积极"
"#河北音乐广播#关注。[爱你]","积极","积极"
"他是个一本正经的正人君子，不会给你小马靴穿的，大胆地说。[鼓掌] //@BMWKNIGHT:回复@zivzhang:不敢说，怕报复！ //@zivzhang:从吨位上看不出来吗？[偷笑] //@zivzhang:@骑马的海大爷 @马术--羊官儿 @非著名兽医赵建强 @BMWKNIGHT 您几位猜猜这是谁，喝了10个小时，困了！","积极","积极"
"QQ看了眼360[哈哈] //@?_维萨汪: 梅西看了一眼C罗 //@眼神忧郁的猫:来个重口味的，凤姐看了一眼芙蓉姐姐...","积极","积极"
"转发[哈哈]","积极","积极"
"组团去汉中吧~[哈哈]","积极","积极"
"今天是我学习的第一天  早早就起床了 等到收拾完  天都大亮  出门坐上467路公交车到静安庄  可没把我气坏了  在主路上等了一个多小时的车 郁闷 [嘻嘻]  等到坐上957到双井桥南  下车后又等了40多分钟 才坐上637路  学习真是不容易呀","积极","积极"
"[鼓掌]感谢您支持活动，支持环保。请期待明天结果的公布！ //@智轩W:报名啦~~ 我家离得很近啊~ 支持环保 地球熄灯一小时！[耶]","积极","积极"
"【如何才能拍出满意的身份证照？求扩散[话筒]】你知道拍身份证照能化妆吗？能笑吗？能露齿吗？你对自己现在的身份证照满意吗？怎样才能拍出帅气、靓丽的身份证照呢？快戳长微博↓↓ 看警察蜀黍@青浦警坛小金 帮您细细道来[嘻嘻] 记得@ 给身边的朋友们！","积极","积极"
"低调的辉腾 //@欧美潮流元素:你见过12缸的帕萨特么？[哈哈]","积极","积极"
"[哈哈] //@琢磨先生: 回复@刘烨:这时候你出来不合适，搞的你善攻一样的……//@刘烨:[害羞]","积极","积极"
"//@Z张慧超: 都14年啦[泪] //@She-Ra麻麻:怀念 //@歌唱的维尼熊:我也有，存着呢！//@Princess_Jianning: OMG这个我也有，青春啊[泪] //@慵懒的后海小熊:我家柜子里还存着一套呢。还有纪念胸针[哈哈]还有人生第一份工资。好像是120块钱[钱]","积极","消极"
"//@奢华旅行度假: 推荐给有计划前往的朋友[嘻嘻]","积极","积极"
"回复@丁小澍er小朋友:[鼓掌]要成为忠诚的花粉哈~ //@丁小澍er小朋友:回复@一花一叶咖啡-私家小厨:必须的 办了会员卡 得经常去哦","积极","积极"
"回复@茶语新人:良友别寻！别处难寻！深刻！（还差一个“！”表达不了了。跟你比，我只能屈于“三！”啦！[偷笑][围观] //@茶语新人:回复@一斗自然全:[太开心][太开心]最高奖项！感谢微博！感谢缘！感谢一斗诗人！良友别寻！幸运！[心]饮~茶！[礼物][心]","积极","积极"
"看到这个小温暖自己一下[爱你]@赖皮熊的树@Genie_小小迪@王天琦琦琦@认识自己--@Vivian靓雅雅","积极","积极"
"#下午茶#【日本火车的豪华便当】据不完全统计，日本至少有5000种列车便当，常见的有：墨鱼饭、黑猪肉、章鱼、鳟鱼寿司、青鱼寿司、鲑鱼、墨鱼、刺身和鳗鱼饭便当。[太开心]手工便当要比量产的便当更加美味，每份售价折合人民币100元。甚至还有豪华便当，大概每份1万日元，折合人民币800元左右。","积极","积极"
"亲把小亭拍的好漂亮的[害羞][爱你]","积极","积极"
"[鼓掌]这天堪比长白山了","积极","积极"
"[可爱]//@围脖经典语录: 萌翻了","积极","积极"
"[爱你][江南style][泪流满面]精彩的难忘的夜晚！","积极","积极"
"运动时随手拍美景！入夜时分，有香樟的地方总是暗香浮动，你好，初夏！[爱你]","积极","积极"
" @在阳光里流浪  //@郑小妮:美妞！[爱你]","积极","积极"
"[爱你哦] //@紫燕雅然:回复@龟兹仙子:多谢仙子妹妹赞美鼓励！多指导哦…［茶］开心周末！ //@龟兹仙子:不错，赞～[给力][鼓掌] //@紫燕雅然: 周末快乐！［咖啡］［握手］ //@梅花喜迎漫天雪: //@紫燕雅然:谢谢你赞美！周末快乐…［茶］ //@一成china:[给力] //@郡南紫荆:赞。","积极","积极"
"整来试试[嘻嘻] 今天兰会所活动扎堆儿了 等会你俩能见到@贺兰virginia [嘻嘻]//@元元溪:哦？！@柳小小 @orange子辰 关注","积极","积极"
"翻开旧照，灿烂的笑！[太开心]傻呼呼的！蛮天真的[偷笑]，想起来真的怀念读书时期的我们。","积极","积极"
"你们太罪恶了[?怒] //@盛京饺子:在一起的节奏么[哈哈]","积极","消极"
"【好命生在这---来自泉州街头的声音】本土MV把泉州诠释得很不错，熟悉的中山路、南俊路、钟楼还有泉州的特色小吃……这是个值得细细品味的城市，是个让人永远解读不完的城市！有木有感受到泉州原来也这么动感？阮系转究郎，瓦爱转究！[爱你]同意的请转起来（来源：@澄心映画-冯亮）http://t.cn/aj60Ne","积极","积极"
"#爱佑播报#“欢乐圣诞志愿行――为病患小朋友送去暖暖祝福”，#爱佑圣诞志愿行#活动开始了！[话筒]有意向的朋友可以通过微博私信来报名哦，一起陪孩子们过一个难忘的圣诞！[兔子]凡参加活动的爱心志愿者，都有惊喜礼物哦！赶紧来参加吧！[可爱][心] 地址：http://t.cn/zjKBqWo","积极","积极"
"//@董树清:[鼓掌][鼓掌]占座了@益动滑雪 @益动-歪宝 @单板地带 @小强ski @大师兄_黄振利 @板儿会 @郭丹丹爱雪 @夏日阳光xrqg @养娃滑雪camera @绿野长工","积极","积极"
"许仙楼的招牌菜品“神仙鸡，东坡肉”真心不错~[鼓掌]","积极","积极"
"Laughing SIR 好嚣张 不要被CO哥发现哦 [哈哈]","积极","积极"
"//@我叫猪小三: 太恐怖了！就爱凑热闹！可咋办啊!这饺子汤不得混汤粘锅啊！[哈哈]","积极","积极"
"你比我运气好啊！漂亮姑娘就要嫁人啦！替我多敬他们一杯！ //@功夫熊猫??:  @张旭Evans ，客气啥啊，月亮，能现场见证你和高琢的幸福时刻，是我们的荣幸！祝福你们！白头偕老，一生幸福！[哈哈][蛋糕]","积极","积极"
"此次在上海豫园万丽酒店举行的大型书画拍卖会,拍品十分精致多样,均出自名家真迹,酒店展出场地空间充足,而且布局合理,为前来欣赏拍品的客人,提供了很好的视觉感官享受[嘻嘻]","积极","积极"
"[礼物]开奖了！恭喜今日转发此微博的两位网友 @冰湖angel @林方炼 获得我们今天的瘦西湖门票一张！[ppb鼓掌]请在三个工作日之内私信地址给小编吧！[哈哈]","积极","积极"
"[哈哈][哈哈] //@汪仲炜:哇哈哈[good][赞][good][赞] //@T丹丹DiY:太有创意了[哈哈]","积极","积极"
"含五星级豪华间1间/夜、金海韵会馆套票（水疗+天然海水游泳+自助餐）及石景山游乐园门票超值礼包。更多惊喜更多优惠，Club Vac悦逸度假俱乐部等你体验。[太开心][太开心]","积极","积极"
"这个。。。永不和研发吵架，有志气[太开心]","积极","积极"
"雨后的中央台特别明亮！[嘻嘻] http://t.cn/zWVYvDa","积极","积极"
"【城市之音四川台FM102.6】#谢探见面会# @城市之音刘旭 旭哥也来粉丝儿会了，还给大家带来了[雪]冷笑话……可现场大家讲起冷笑话来好像更嗨了哦！[哈哈]","积极","积极"
"//@曾水良V:回复@孙庆生V //@孙庆生V:成败兴亡千古事，滚滚长江东逝水。[呵呵] //@曾水良V:有轻于鸿毛，有重于泰山！大学也就是泰学！  //@孙庆生V:追溯既往，死者远比生者多，这就是历史的车轮。[呵呵]  //@商海一书生:九死一生！[哈哈]@李若中 @丰立-王友利 @林国雅V @何天恩- @老袁说啥","积极","积极"
" @不让我走 @上海macy生活 @very毛毛  //@艾米莉yao: @阿饱拉娘 @白羊座-心理学 @哈小里的菜小菜 [嘻嘻]","积极","积极"
"#Day 161#宝石同学的新座驾：Quinny Zapp，号称世界上折叠后最小的伞车，打开还挺大滴，可折起来后能塞包包里直接上飞机，哈哈[嘻嘻] 带娃旅行必备呀！以后出远门都靠它啦[爱你]","积极","积极"
"回复@旅小宏:哇噻 咋挖出来的 我都不知道 //@旅小宏: @诺小娜nona 是你吧[哈哈]","积极","积极"
"从台湾童鞋那搜刮到的千元大钞[偷笑] [哈哈]","积极","积极"
" @可爱多的香草夏天 @PanPan潘哒哒 ~给力！[嘻嘻]","积极","积极"
"#周末HK乐活# 闷在城市太久[生病] ，是时候出坎郊外吸一口新鲜空气[挤眼] ！香港位於全球最大的候鸟迁飞区，香港湿地公园今年观鸟节透过导赏团丶专题展览等活动，让你更认识各鸟类的外观特征丶习性，更可参与「湿地水鸟普查体验」，了解鸟类生态及保育工作，亲亲可爱鸟儿！即日起至2014年3月[爱你] ","积极","积极"
"#新店导航#大连又有一家四川火锅磨刀霍霍了[不好意思]@划痕lee 中午遛弯偶得……朝天门重庆火锅，也是全国连锁[偷乐][偷乐]看了看别的城市的评价还不错，目前正在装修中…持续观望[哈哈]地址在西南路星海公园附近。ps：看这些各种来头的连锁店扎堆开在大连的趋势，四四咱大连已然进入一线城市了呢[晕]","积极","消极"
"哪里产的，没看。14度，丫还算啤酒嘛[挖鼻屎]//@陈伟-峻极酒业:明年会上14度的![哈哈]","积极","积极"
"回覆@阿花_大难:?然，怕你?? //@阿花_大难:定焦几个焦段？你不如问我有几个定焦头[嘻嘻] //@编辑郭强:回覆@阿花_大难:你定焦??焦段？ //@阿花_大难:回复@编辑郭强: 我是不玩变焦的，能拍就拍，拍不了就看[嘻嘻]","积极","积极"
"#景点介绍#【刘公岛灯塔】绿灯， 是盖茨比眼里遥远渺茫的希望，是可望不可及的爱情，是赴汤蹈火的生命终结，而威海刘公岛上绿灯却是风雨兼程守望着隔海相望的一城繁华[哈哈]（via：@威海光阴故事 ）","积极","积极"
"我95高龄的老外婆!要见陈宝国!介可肿么办呐?![哈哈][哈哈][哈哈]话说这老太太什么时候粉上陈宝国哒?又话说人家宝国有那么多老太太粉着呢!是你老人家想见就能见着哒?[哈哈][哈哈][哈哈][哈哈][哈哈]","积极","积极"
"[疑问] 左上角那是何时的图片呀？ 今天本来阴阴的。下雨好个太阳就露脸了。不少朋友都蹦进了泳池！[可爱]","积极","积极"
"BB洗了澡换了新衣服…帅呆了，酷毙了…简直没法比喻了[嘻嘻][给力][哈哈][威武]","积极","积极"
"【#赠书征评#】本活动目前收到最好的一篇书评，赞！[good]也送给所有还在等待的单身男女～要相信，没有那个人，不是你不够好，而是ＴＡ没好好找[哈哈]《#想念，却不想见的人#》@我是肆一 @阳光秀美 @雨枫书馆 @Ningyo柠优","积极","积极"
"回复@-逆风飞行-西瓜妞-:[可爱]期待有更多同学加入到摄影制作进来 //@-逆风飞行-西瓜妞-:回复@北京-橙色咖啡:哈~这是前期试做了十几张看看效果。稍后准备大批制作。也得是@墙根网-蜗牛 照的好~~","积极","积极"
"不热啊亲，哈哈，眼欠我[泪] //@胡采采Mabel:我觉得是郊外度假村！[哈哈][哈哈][哈哈]","积极","消极"
"[抱抱][抱抱] //@lawrence_wong_: 邹凯说要回家去找女朋友。。。跟我半分钱关系都木有[汗]//@鄢蔓: 谁见？你决定去鬼混了！[哼]","积极","积极"
"回复@茶咖H:有人看懂了[哈哈][哈哈]//@茶咖H:这是暴胀速度吖[吃?]！人还没回来，就执行了！（PS：篮子够大，拖不出来，所以足够安全[思考]）腻害[威武]","积极","积极"
"//@天涯明月刀贰伟和傅大侠闯天涯: //@W良家族的桃梨: [哈哈][哈哈][哈哈]//@巴黎黎流向paris: 最萌我哇的港普了[爱你][爱你][爱你] //@哇??:[哈哈]怎么有这么萌的声音啊[嘻嘻]","积极","积极"
"泛亚餐厅，一直备受客人好评。餐前的虾片香香脆脆，非常好吃[太开心]","积极","积极"
"现在宣布：俺的炒红果基本成功[嘻嘻]！放了很多糖，入口还是有点酸，听了@邢娜 同学的建议，最后放点蜂蜜，果然柔和好多。再炒干点，或许就成果酱了[馋嘴]","积极","积极"
"[爱你] 赶紧上图啊，条件是不少于169个字的解说[酷]","积极","积极"
"发财，努力，坚定，我们一起[哈哈] //@Carson-UnderbergCN:哇哇哇，哇噻，今年大家必须都发财[酷][酷][酷][鼓掌][鼓掌][鼓掌][花心][花心][花心] @ivan-秋之bocca   @wlnseven的美丽人生   @yoby芳   @幸运翼卿   @任蕾-噶松卓嘎   @主持人国鹏   @Leldon-yuyu   @游牧民族y","积极","积极"
"[鼓掌] //@美动亚洲2012:@CDTV3金学良 @SSDMN @神勇小白鼠二号 @夏斗小姐 @sameskin @伊丽莎白太乐儿 @肥胖的小婷 @李娅琳叫优乐美 @四川美莱美容医院 @幸福三频道项目部 [啦啦啦啦]","积极","积极"
"恭喜恭喜~祝贺祝贺~祝福新人[鼓掌][鼓掌]林下的婚礼充满浪漫温馨的自然气息//@seering: 今天是@大致若鱼-李广 @安迪雅 大婚的日子，@北京国际露营公园 迎来了业内的一对儿新人 祝福他们！！[嘻嘻][爱你][心][心]","积极","积极"
"[鼓掌] //@朱朱75://@楚和听香: @楚和听香 创始人以及设计师@楚艳CHUYAN 老师以后开始正式写微博啦，大家多多关注交流吧。[耶]","积极","积极"
"广告杠杠滴[哈哈]//@我爱PPT:仓里有粮，心中不慌了。。10G海量资料优盘。覆盖图表，模板，案例，文案。图片。应有尽有！！妈妈再也不用担心我的PPT了..","积极","积极"
"[嘻嘻] //@王小春小宝:[嘻嘻]","积极","积极"
"是的~~有兴趣的可以一起走起？[嘻嘻]","积极","积极"
"就是说呀！说我厨艺堪忧一刚，一刚，一刚！！！毛爷爷也有眼睛瞎掉的时候的[哈哈]。在搜索框打“Loli厨房出品”，看看我的作品，让你再说我厨艺堪忧[右哼哼] @Michaelia在祈祷 他应该跪PCB！对伐对伐？","积极","积极"
"致我们美好的青春[爱你][偷笑]","积极","积极"
"[哈哈]看完白鹿原，就来黄土谣试试油泼面~~","积极","积极"
"//@一句心情签名:笑死我了！[哈哈][哈哈]","积极","积极"
"回复@田畔之家:凑合着帮我看吧 //@田畔之家:那当然。可@余地农庄 说您没地盘了[泪] //@田畔之家:回复@慢庄园:周六自愿帮您出摊半天，并义务介绍您的专业工具。请@余地农庄 证明[哈哈]  //@慢庄园:。。。您老老挤兑我。这是职业选手用滴。  //@田畔之家:这是不会种菜的菜农用的[哈哈] ","积极","消极"
"//@恶搞搞笑全球: 笑尿了！[哈哈]这个微 博太搞笑了[哈哈] 直接颠覆三观啊！！！[阴险] [花心] [阴险]","积极","积极"
"[鼓掌]好安逸哦...熊猫小闪终于回家了[哈哈][哈哈]火火火火...锅锅锅锅...昨天在北京刚吃完今天在成都继续吃！我亲爱的肠肠肚肚，这几天就劳烦您多担待啦！美铝帅锅们，火锅可以减肥[偷笑]下午见[给力]...","积极","积极"
"[挖鼻屎][挖鼻屎][挖鼻屎]咸菜大街！ //@爱牟Yolanda:哈哈哈哈哈哈[哈哈]我家就在咸菜大街[给力] //@小女叉叉-Zoe:[哈哈]//@圣水美蓝://@南太湖沈白:真好玩。","积极","积极"
"豪生宿星海酒吧菜品全新升级，豪生独有，只有你想不到，没有我们做不到。吊丝价位，试菜研发中，2014年是变革的一年，请近期关注豪生餐饮，近期会上市很多好东东啊，期待吧[哈哈]","积极","积极"
